0,0,28322872
0,1,31821693
0,2,30006784
0,3,30651334
0,4,30590919
0,5,29498513
0,6,28551712
0,7,30183246
0,8,30701980
0,9,29697452
0,10,30308892
0,11,30406338
0,12,28157956
0,13,28470034
0,14,30701599
0,15,29373235
0,16,30506907
0,17,29579830
0,18,29289925
0,19,27473242
0,20,29788171
0,21,31146433
0,22,29338649
0,23,28636897
0,24,29671360
0,25,29161517
0,26,30490404
0,27,30038356
0,28,28519839
0,29,29944454
0,30,29499271
0,31,29249797
0,32,30328279
0,33,29597770
0,34,29209535
0,35,29955380
0,36,28617791
0,37,30209665
0,38,29545548
0,39,29747801
0,40,27780584
0,41,29271823
0,42,30439985
0,43,29482727
0,44,29650899
0,45,30748820
0,46,29128219
0,47,30396160
0,48,31271224
0,49,30592642
0,50,31845761
0,51,28842339
0,52,29394415
0,53,32047881
0,54,28720338
0,55,30427507
0,56,31047550
0,57,30660508
0,58,29183591
0,59,28827660
0,60,28724555
0,61,29109616
0,62,29470094
0,63,30431962
0,64,29132897
0,65,29498123
0,66,30246403
0,67,29044057
0,68,29749932
0,69,29755167
0,70,28808281
0,71,31162920
0,72,29298493
0,73,30517039
0,74,29295927
0,75,30749729
0,76,29534237
0,77,29673026
0,78,28012652
0,79,29302440
0,80,30620301
0,81,30330104
0,82,28852424
0,83,28907238
0,84,28989478
0,85,29683509
0,86,29780669
0,87,29934311
0,88,30259520
0,89,30179395
0,90,31321763
0,91,30599032
0,92,29447711
0,93,30407913
0,94,29792768
0,95,29958713
0,96,30442243
0,97,30281992
0,98,29708082
0,99,28969261
0,100,29516761
0,101,30302169
0,102,29611712
0,103,30214036
0,104,28879594
0,105,28863562
0,106,29176408
0,107,30574222
0,108,30308635
0,109,29071824
0,110,29926048
0,111,29404826
0,112,30847114
0,113,28542466
0,114,30406199
0,115,30258467
0,116,29876477
0,117,28708738
0,118,31123185
0,119,28657721
0,120,28588334
0,121,30314547
0,122,30351985
0,123,29905517
0,124,30144477
0,125,29654749
0,126,30244872
0,127,30521556
0,128,29399562
0,129,30220059
0,130,29170094
0,131,29215165
0,132,29350965
0,133,29375372
0,134,30435182
0,135,29942699
0,136,27750865
0,137,28588161
0,138,29435312
0,139,28851070
0,140,29676070
0,141,28076338
0,142,29728178
0,143,29761000
0,144,30575146
0,145,28917801
0,146,31858367
0,147,30225688
0,148,28632889
0,149,31013143
0,150,29181911
0,151,29544951
0,152,29647371
0,153,27418998
0,154,30353609
0,155,30001622
0,156,29156067
0,157,30465987
0,158,30419442
0,159,29754347
0,160,28692954
0,161,31239625
0,162,30354948
0,163,29630343
0,164,29766798
0,165,29830846
0,166,30316431
0,167,29099492
0,168,27753275
0,169,30041254
0,170,29507373
0,171,32146847
0,172,30111123
0,173,30982913
0,174,28065946
0,175,28302535
0,176,30221528
0,177,28867468
0,178,30279424
0,179,29743952
0,180,28551393
0,181,28252836
0,182,28326368
0,183,28480482
0,184,28683882
0,185,30768506
0,186,30505925
0,187,30055416
0,188,29599698
0,189,27280462
0,190,29590999
0,191,30079948
0,192,27924438
0,193,29661269
0,194,29986953
0,195,28137234
0,196,30420061
0,197,28865968
0,198,29461046
0,199,28921030
0,200,29658000
0,201,29696433
0,202,29201141
0,203,28577075
0,204,28980900
0,205,27850722
0,206,29699302
0,207,29812547
0,208,29803888
0,209,27307023
0,210,28117656
0,211,29891668
0,212,31567431
0,213,30585805
0,214,28830143
0,215,30490046
0,216,30046795
0,217,29967545
0,218,28437806
0,219,28182192
0,220,29415280
0,221,29291394
0,222,29883115
0,223,28699033
0,224,28990263
0,225,29090270
0,226,28283706
0,227,30453996
0,228,27523221
0,229,30370218
0,230,30276873
0,231,29387084
0,232,31154251
0,233,27878911
0,234,30045500
0,235,29453830
0,236,28590412
0,237,28748159
0,238,28871664
0,239,29865916
0,240,29732035
0,241,29463054
0,242,30466277
0,243,28327914
0,244,29434671
0,245,28579158
0,246,27514653
0,247,29513637
0,248,29828594
0,249,30137529
0,250,29463634
0,251,29000846
0,252,29198384
0,253,31648894
0,254,28614225
0,255,29390828
0,256,29241045
0,257,30807261
0,258,29901087
0,259,29872949
0,260,29492872
0,261,28629884
0,262,28693296
0,263,29459299
0,264,29094211
0,265,29111933
0,266,29416234
0,267,29966535
0,268,30153144
0,269,31733538
0,270,29296933
0,271,27947781
0,272,29706352
0,273,29743559
0,274,30677226
0,275,28427489
0,276,27920788
0,277,27799271
0,278,29483159
0,279,30408983
0,280,29829752
0,281,28558515
0,282,29337091
0,283,30158589
0,284,29386220
0,285,29346078
0,286,30154513
0,287,28976533
0,288,29516828
0,289,28428718
0,290,29411653
0,291,31574255
0,292,29127012
0,293,29180623
0,294,28554845
0,295,29893187
0,296,28286502
0,297,28559297
0,298,29719758
0,299,31735259
0,300,30186493
0,301,27936367
0,302,28561785
0,303,30354516
0,304,30350479
0,305,29722146
0,306,29676578
0,307,29191398
0,308,31732749
0,309,30391742
0,310,29881214
0,311,28783599
0,312,29177875
0,313,29927706
0,314,29994886
0,315,29349215
0,316,31804671
0,317,29634151
0,318,27948442
0,319,29107967
0,320,28209734
0,321,31491927
0,322,28424165
0,323,31003881
0,324,29302436
0,325,30527268
0,326,29400416
0,327,29155737
0,328,29127493
0,329,28895708
0,330,29864136
0,331,28406749
0,332,28573707
0,333,27644031
0,334,30198871
0,335,29561271
0,336,30481254
0,337,28395523
0,338,30763252
0,339,29330595
0,340,29766305
