0	513
0	935
0	1445
0	5154
0	5317
0	5411
0	7130
0	8246
0	9470
0	10347
1	1645
1	2068
1	3183
1	4367
1	5328
1	7875
1	7958
1	9443
1	10141
1	10545
2	1006
2	1689
2	1813
2	2161
2	2334
2	3182
2	5506
2	5891
2	6741
2	7765
5	3375
5	3469
5	4314
5	4841
5	4932
5	4976
5	6664
5	8823
5	9550
5	10302
9	274
9	485
9	702
9	3414
9	3780
9	5728
9	7627
9	8758
9	8991
9	10108
10	367
10	854
10	2480
10	3388
10	3541
10	4413
10	4645
10	7610
10	8793
10	9943
11	313
11	1513
11	3593
11	3682
11	5794
11	6853
11	7188
11	7274
11	9258
11	9548
13	776
13	3093
13	4058
13	4593
13	5660
13	5859
13	6370
13	7184
13	9128
13	9943
14	78
16	1013
16	1300
16	1311
16	2582
16	2885
16	4169
16	8011
16	8303
16	9254
16	10435
17	853
17	1114
17	1420
17	3210
17	6553
17	7523
17	8304
17	8835
17	9843
17	10687
22	722
22	1180
22	2173
22	2534
22	3010
22	3301
22	6781
22	9246
22	9797
22	10426
23	1020
23	1207
23	2355
23	2746
23	3541
23	4534
23	6340
23	7139
23	9506
28	456
28	1116
28	1382
28	1781
28	2556
28	2659
28	7339
28	10130
28	10730
29	1525
29	1807
29	2050
29	3234
29	6346
29	9146
29	9493
29	9694
29	10088
29	10675
30	2986
30	4102
30	4673
30	4850
30	5236
30	6252
30	6391
30	7829
30	8852
30	8907
32	1822
32	2148
32	3238
32	3291
32	3515
32	4928
32	6705
32	7168
32	7488
32	10144
33	1866
34	350
34	781
34	1443
34	1450
34	1922
34	2434
34	3030
34	8610
34	9961
34	10476
37	241
37	2028
37	3079
37	3842
37	5627
37	6639
37	7172
37	7812
37	8965
37	9901
38	992
38	2746
38	3388
38	6426
38	7447
38	7490
38	7847
38	8160
38	8343
39	62
39	2202
39	4166
39	5158
39	5592
39	6772
39	7278
39	8827
39	10324
39	10845
44	190
44	2329
44	4226
44	4566
44	5437
44	6700
44	6772
44	6857
44	10123
44	10777
45	979
45	3367
45	3972
45	7936
45	8949
49	1699
49	2137
49	2385
49	3028
49	3238
49	4814
49	5070
49	5230
49	5346
49	8428
53	1088
53	3030
53	3271
53	4156
53	5076
53	5610
53	6065
53	6821
53	7122
53	8268
55	2910
55	4731
55	4768
55	7042
55	7313
55	7408
55	7802
55	7852
55	8246
55	8788
57	251
57	867
57	1944
57	2142
57	2355
57	4639
57	7168
57	9281
57	9526
58	2047
58	3399
58	4128
58	5186
58	6168
58	6612
58	8003
58	8021
58	8298
58	8610
61	286
61	531
61	2291
61	2827
61	2850
61	6434
61	7000
61	7887
61	8499
61	10543
63	458
63	2457
63	2769
63	3840
63	4086
63	8964
63	9450
63	9608
63	10489
63	10570
65	443
65	1246
65	2582
65	4093
65	7028
65	8701
65	8949
65	9814
65	10090
65	10656
67	181
67	718
67	1925
67	2882
67	4250
67	5729
67	5855
67	7707
67	8037
67	8498
68	632
68	2653
68	2994
68	3432
68	3919
68	5514
68	5768
68	6287
68	7263
68	9496
72	523
72	855
72	962
72	2150
72	2388
72	4516
72	4543
72	5547
72	6925
72	10345
76	1213
76	1372
76	1386
76	2836
76	3523
76	5232
76	6397
76	7455
76	9090
76	10270
78	1288
78	4537
78	5805
78	6448
78	8012
78	9835
78	10345
78	10488
78	10713
78	10792
79	9785
85	3233
85	3905
85	4571
85	5408
85	5597
85	5864
85	6013
85	7177
85	9502
90	2754
90	3161
90	3954
90	4016
90	5531
90	7998
90	8252
90	8692
96	1123
96	4080
96	4625
96	4668
96	5136
96	7011
96	7635
96	7880
96	9667
96	10546
98	2816
98	3194
98	4525
98	5055
98	6549
98	7512
98	8591
98	10652
98	10844
99	14
99	225
99	1010
99	1032
99	1260
99	2036
99	3794
99	3796
99	7909
99	10129
100	885
100	2868
100	4038
100	4500
100	5063
100	5589
100	7676
100	8554
100	8997
100	9507
103	1126
103	3286
103	7084
103	8689
103	9635
105	464
105	1770
105	2758
105	6333
105	8163
107	413
107	1785
107	3237
107	3292
107	4463
107	5395
107	6059
107	8745
107	9134
107	9279
109	79
109	1166
109	1579
109	1721
109	3087
109	3306
109	5883
109	9019
109	10006
109	10345
110	598
110	1379
110	2793
110	3177
110	4568
110	7272
110	8229
110	8743
110	9476
110	9595
111	877
111	2915
111	5753
111	7001
111	7278
111	7856
111	9362
111	9970
111	10024
111	10861
113	5499
118	1055
118	1465
118	5110
118	7449
118	8490
118	8723
118	9828
118	10291
118	10537
118	10868
119	372
119	540
119	1090
119	1543
119	2728
119	3321
119	6115
119	6268
119	6416
119	6805
121	7
121	1901
121	2534
121	3489
121	4222
121	7277
121	7345
121	7918
121	10517
122	1164
122	1990
122	4628
122	5293
122	6440
122	6811
122	7602
122	7957
122	8012
122	8381
127	2390
128	290
128	2070
128	2580
128	2608
128	3404
128	4883
128	5216
128	8340
128	8533
128	8995
129	4949
129	5332
129	6505
129	6615
129	7125
129	7964
129	8030
129	8378
133	1665
133	2121
133	3418
133	3807
133	4201
133	5918
133	6470
133	8380
133	8534
134	1530
134	2967
134	6766
136	928
136	1473
136	3616
136	5437
136	6038
136	7602
136	8197
136	8660
136	9489
136	10184
137	1311
137	3155
137	3472
137	5636
137	5925
137	6811
137	7205
137	7922
137	8417
137	9122
138	129
138	2083
138	5276
138	6422
138	8837
139	1729
139	1735
139	3757
139	5456
139	7589
139	8541
139	8837
139	9245
139	9432
139	10545
139	10649
140	1263
140	1728
140	1794
140	3695
140	3924
140	4198
140	4639
140	6766
140	9039
140	9303
144	1701
144	1761
144	3034
144	6075
144	6163
144	8785
144	9183
144	10047
144	10272
145	96
145	741
145	2946
145	3937
145	5668
145	6652
145	6821
145	7320
145	8333
145	9684
147	3057
148	722
148	852
148	4262
148	7387
148	8707
149	1338
149	1622
149	2693
149	3642
149	5048
149	5289
149	5350
149	8198
149	9281
149	9394
150	141
150	330
150	1353
150	3136
150	8903
150	8918
150	8930
150	9111
150	10545
150	10629
151	443
151	722
151	1195
151	2793
151	3307
151	5164
151	7746
151	9637
151	10358
151	10500
153	2336
153	3809
153	5525
153	6236
153	6300
153	7444
153	8736
153	9207
153	10512
153	10609
157	701
157	2628
157	3223
157	3766
157	4847
157	5536
157	8361
157	8696
157	9473
157	10749
159	8206
161	193
161	2589
161	4999
161	5946
161	8319
161	8715
161	8873
161	8907
161	9258
161	9644
164	248
164	674
164	2182
164	2560
164	4762
164	6794
164	7484
164	8254
164	10175
165	1113
165	1855
165	1877
165	1908
165	3786
165	5074
165	8866
165	9962
165	10272
167	204
167	992
167	2746
167	2816
167	3186
167	3743
167	4458
167	6340
167	6977
167	7512
172	152
172	1126
172	1622
172	3263
172	8363
172	8696
172	9635
172	10515
172	10690
172	10845
173	9419
176	2391
177	10577
180	3597
180	4485
180	5435
180	5919
180	6322
180	7069
180	8851
180	9137
180	9723
180	10410
182	934
182	4095
182	5658
182	6117
182	7226
182	7412
182	7729
182	9185
182	9939
182	10068
187	3469
187	7535
187	8482
187	10214
194	1729
194	2523
194	3038
194	3132
194	4811
194	5974
194	6342
194	6567
194	6682
194	7834
195	9626
196	265
196	315
196	2150
196	2173
196	5069
196	5966
196	7578
196	7582
196	7875
196	10853
199	1521
199	1935
199	2566
199	3130
199	4353
199	5075
199	6048
199	6149
199	9277
199	9637
200	8187
204	615
204	701
204	1863
204	1898
204	2947
204	7311
204	9879
204	10419
204	10669
204	10749
206	1156
206	2234
206	2787
206	2897
206	3637
206	5241
206	6200
206	6756
206	7421
206	10523
207	3557
207	5345
207	5554
207	6922
207	7007
207	8007
207	8917
207	8949
207	9679
208	226
208	353
208	940
208	1311
208	2933
208	2947
208	3155
208	4240
208	7012
208	7880
211	556
211	899
211	991
211	1091
211	4308
211	4619
211	7099
211	7292
211	8458
211	8553
212	528
212	1998
212	4298
212	5797
212	6090
212	7689
212	7921
212	9377
212	9780
212	10087
217	1905
217	2171
217	2390
217	3269
217	3844
217	3959
217	5323
217	7003
217	7180
217	8378
218	2994
